ID,VIPµÈ¼¶
5673363,10
11801948,10
3275556,10
20820416,11
81475,12
2750473,10
15640650,10
13243992,10
7168346,10
16823584,10
6701505,12
20125894,10
1210951,10
81449,12
11508866,10
4060952,10
2194828,10
3333377,10
10634294,10
1596164,10
7826271,10
125910,10
6035719,10
251898,12
7135388,12
5779336,10
137185,11
10726535,10
17558343,10
21473678,10
11814915,10
8472075,10
14517336,10
34634,10
6410598,10
11705449,11
281133,10
749696,11
11842183,10
8603104,10
15243447,11
0,10
1298641,10
22349491,10
7042882,10
7106186,11
29101,10
14319834,8
2708026,10
5175859,12
9939891,10
6535903,10
571415,10
13762901,10
4183471,10
12423883,10
45514,10
1343166,10
8952608,10
9732865,14
8240526,11
20467606,10
1223818,12
11457056,10
20755682,11
36056,13
6885861,12
6083409,10
36625,11
14765122,11
727143,11
4646741,10
17030596,10
17498208,10
845086,13
8414812,12
12710801,11
186982,10
177173,13
12973155,10
552549,12
6403923,10
3755306,10
1078537,10
19208421,10
2407345,10
8276948,10
5501561,10
62954,10
9013930,12
5830027,10
4046550,10
6774507,10
7658145,10
4080708,10
3659005,12
8731233,13
15236599,10
2381615,10
1169906,10
824554,12
9959009,10
2900201,10
11434334,10
12468117,10
17809486,12
7420908,10
7777897,10
14380736,10
1388756,13
9788994,10
564310,10
6160026,10
7155777,10
4942411,10
14888194,10
3306123,10
22027602,10
11079353,10
18497893,10
10562834,12
13593547,10
2923497,10
2036217,11
9296579,11
1612386,10
12461657,10
7100166,10
90468,11
3825901,10
1965113,11
16642047,11
644863,10
17328182,10
470115,10
13043507,10
17099870,12
5724441,10
1385166,10
7829304,10
19995848,10
99726,11
12479069,12
2818287,10
687208,11
10767762,10
18581021,11
18496608,12
444109,10
13166771,10
2507562,10
4103927,10
2533253,10
3596402,10
386982,10
115610,10
13743654,10
15046271,11
5327261,11
9213607,10
3003311,10
14387046,10
7212800,10
3609862,10
9063945,10
3640990,10
3248143,10
13198454,10
1219646,10
6631613,10
3739876,11
6579558,10
292257,10
22571611,10
513681,10
1677358,12
20275598,11
6941274,10
13224088,10
7533361,11
6105898,10
510274,10
735836,10
2738567,10
2805800,11
8589443,14
17616770,13
459085,13
22420286,11
3529507,10
4958814,10
9186792,10
421800,10
1419822,10
4658355,11
14592144,10
96666,10
10510682,10
3780355,10
10384254,12
8170006,10
4717331,11
13692715,11
3679232,10
18950859,10
13420286,10
4494704,10
4817541,10
5395415,11
456884,10
6471920,10
7970160,10
466052,10
4023998,10
22069786,11
10440573,10
15125706,10
6473073,10
727256,10
2238759,10
484606,11
5500128,11
8477729,11
17094222,10
14404135,10
2441447,12
4683599,12
2207232,12
4799408,13
278725,11
18544000,10
13608088,10
10831240,13
19441715,12
11054060,10
18978709,11
8981890,11
6697639,10
7134552,10
12355725,10
8544755,13
9146347,11
450561,10
5586109,11
7642116,10
13081289,10
20185604,7
1479120,10
545364,10
446540,12
15055051,10
9894191,10
82982,10
140372,10
9108408,12
11809880,11
2178279,10
19141834,10
12578489,10
7718941,10
473010,10
5373444,12
4725648,10
5871064,10
386266,10
42389,10
10621453,10
1682191,10
9512282,10
7196601,12
6316905,11
77342,10
10263149,11
4156155,10
15928702,10
3332867,13
1891255,10
6159068,10
19796677,10
7102081,11
11625127,10
3408186,10
8037892,13
3332292,10
14270764,10
5794406,10
266717,12
803050,13
6054089,10
1132041,11
8137719,10
1437074,10
316663,10
504223,10
7999623,10
74360,10
345103,10
2062446,10
15906072,13
1692339,10
844765,13
7232573,11
2198090,12
17976000,12
4049252,10
11116900,10
11168029,14
371706,10
4779454,11
11210316,10
384634,11
7152699,11
3331613,10
3575183,12
14330338,10
677717,11
3449888,12
9740551,10
7296847,10
16673936,10
7865361,10
4710701,10
18574946,10
286212,11
1434153,14
8494401,13
13603806,10
657979,10
16161389,10
5232443,12
9151473,10
16714450,10
4415884,12
15533782,10
4450465,14
825415,10
956599,10
7927443,10
22095868,11
10735894,11
7578291,10
185440,12
1669533,10
11722279,10
15442337,12
40799,13
2353051,11
5037886,10
9502483,12
2592730,10
8716698,10
17137901,10
123025,11
12409682,10
158515,10
12117783,15
129624,10
10745236,10
731347,10
1048130,11
179287,10
15138608,10
17627628,10
728575,10
909132,10
23209062,10
20755327,10
17131012,10
11750769,11
9727916,11
6386129,10
3783306,10
1753937,11
1167277,10
19406574,11
9843109,10
11784612,10
4366411,10
1772313,10
15744923,11
12817547,10
2420136,10
3848653,10
1914649,10
14628762,10
4525241,12
18030216,11
4365711,10
8600335,10
18946387,10
702279,11
4958611,10
2067045,11
4147865,10
42324,10
1300994,10
8797024,10
4628351,12
3638629,11
15423480,10
8345833,10
6448925,11
27229,10
54870,11
12827218,10
191299,10
55703,10
1674794,10
18477297,10
11359770,11
4373107,10
4437293,11
14362639,10
9818783,10
8911233,10
1564031,12
44513,10
19758915,10
11109085,10
3792370,10
3132846,11
1552758,10
6172179,11
3294633,10
4947836,12
15526708,10
3007155,10
7804360,10
3750565,10
19606602,10
27962,10
4215038,10
2095143,10
18838528,10
10613796,11
8281897,10
12462264,10
20409,13
9404088,10
434749,13
60420,10
13172798,10
6092915,10
12048564,10
12408382,10
5577196,10
61445,10
3424466,10
6133234,10
3810923,10
296458,12
17654198,10
8009107,10
20131123,10
7725454,11
6244062,10
3208225,10
5522641,10
1713877,11
5857801,12
8293235,10
283526,10
1600112,10
4850624,10
14122172,10
411937,10
4444925,12
964964,10
15760061,10
7794809,13
7392042,10
8071314,10
368077,10
16907110,12
19191908,10
6399982,10
6265863,11
11555746,11
1342225,10
223813,10
14280788,10
4115853,10
17635943,10
7769091,11
12678240,12
17056523,10
1987808,11
4470624,12
950887,11
14324645,10
9885403,11
3518694,10
7600819,10
1353489,10
1598358,12
7249116,12
4848896,10
263108,10
5666406,10
3207450,10
9451510,10
342242,11
10372868,11
19838087,10
21678513,10
6550550,12
1339360,10
12421873,10
1447549,10
9985051,10
4077075,11
9621811,10
12360711,11
370443,12
4245108,10
1648427,10
2866369,11
2120225,10
8415514,10
5318557,10
6591898,11
18578895,10
17423077,10
4046603,10
2603203,10
8619234,10
5996414,13
4156604,10
14248535,10
2849692,11
884479,12
20249,10
8938322,10
1415187,10
8454195,10
114356,11
11514790,13
8017969,10
12721431,10
16087182,11
4430084,10
7249175,10
3221814,10
106427,10
11137978,10
1255740,10
264434,11
1088533,13
336823,10
13018290,12
387033,12
3362007,10
14146208,12
1257242,12
13065475,10
7323493,10
3048483,10
6562483,10
9136549,10
7269750,10
11417117,12
7273856,10
5305106,10
8407677,10
2596083,10
9797444,10
4571082,10
3080892,13
9911562,11
162978,10
5378786,12
7111252,10
7567383,10
4720506,10
2660784,10
10549057,10
5563661,11
8076417,10
6695823,10
8420860,10
1288058,10
8291454,13
4926131,10
93301,10
16161016,11
6631829,11
2101716,13
74792,13
99707,13
2193955,13
8901465,10
278563,10
765107,10
288284,10
2000709,10
81337,11
4256214,10
10477943,10
10220390,12
20183749,10
9043020,10
6022520,10
11774266,12
9596864,10
447495,10
1660878,10
4960722,10
12390238,15
19607780,12
129206,11
12409071,10
636898,12
148636,10
4617293,10
2027197,12
189119,10
12458232,10
1859925,10
4682738,10
19147753,10
1511100,11
10064944,12
7331414,10
16975843,10
11379628,10
1247479,10
2870049,11
20463407,11
1579097,11
16813521,11
9075510,10
7000321,11
21929269,10
7776402,10
11703380,10
8838824,10
4994389,11
1635677,13
2173160,11
5837803,11
1863934,11
17440800,10
2209813,12
13037274,10
11184630,10
3976108,10
450974,10
2688362,10
203928,10
15454299,10
6935576,11
11827556,10
2315139,10
9406126,10
5469839,12
14558186,10
3991668,10
7102637,11
2751815,10
21507780,10
13161722,10
6129365,10
9596682,10
18461285,10
404980,10
16138942,10
44981,14
1350945,10
12774978,10
13094916,10
1769686,13
8591896,12
7786528,11
284008,10
9882440,10
8415171,10
837010,10
244665,13
10651738,10
20708261,10
5289916,12
7466074,12
107454,11
8184166,10
3488527,11
7085514,12
748013,10
14453806,11
3128830,10
369852,10
5727880,13
519806,10
17038122,10
7101963,13
12005112,10
11516224,12
5592514,10
6738473,10
4505652,11
23078764,10
5612654,12
13518871,10
6974360,10
3552362,10
367865,10
1254127,10
11247446,10
10009292,10
16243013,10
20781703,10
19565817,10
13242776,10
11822648,10
7771228,10
271946,10
245474,10
3712722,10
10163136,10
20292923,10
4473606,10
10382009,13
1266860,10
5348890,10
2589571,12
11663092,10
893149,11
18189282,12
4352710,11
4062309,10
8509467,10
5099405,10
8598517,15
6629896,11
21791420,10
909710,10
585899,10
4374839,10
3984094,10
402053,10
5940773,10
2825786,10
988368,10
9890176,10
120395,10
899553,10
5767190,10
1625279,11
11493793,10
17146765,11
12531239,10
1343204,12
3100556,13
9940326,10
14512523,11
13825196,10
18748211,10
4537996,12
570595,10
14056598,12
12225100,10
7126688,10
11691738,10
35401,10
18228019,10
8407884,10
21198929,10
5023821,10
6992329,10
812932,10
15493738,10
12512924,10
2149118,13
1509421,10
3812698,10
9249967,12
11370244,10
1789728,10
17186372,10
6817874,12
13842415,10
1642747,10
24107,10
8570546,12
7806439,12
4694325,10
3519000,11
2204932,11
11326252,10
65360,10
15839943,10
1219538,14
1405275,10
20495437,10
1201218,12
9700651,10
482432,11
15005663,13
6135857,11
14898598,10
3206888,10
1534019,10
3888810,10
1277200,10
18718118,10
3743222,11
12097235,13
3272447,10
765035,13
6047659,10
63994,10
4385335,10
2127419,10
788093,10
3557215,10
245888,10
5694005,14
7106843,10
14531974,10
12962716,10
15969360,10
1708458,10
2153581,13
1366928,10
6709648,10
4815799,10
8658815,11
1130782,12
1153086,12
1503781,10
3931607,10
18132884,11
6233568,10
4180219,10
11766264,13
18709951,10
259455,12
13658028,10
47203,10
11110217,10
984153,11
180322,13
13107151,10
12522856,10
14404918,10
7634681,10
1277440,12
2916848,11
3932753,10
3820334,13
18121157,12
15449557,10
5008017,10
4857007,11
4382805,10
18142984,11
11022617,11
7171099,10
5163273,10
18112228,10
1198553,13
18935606,10
17553315,10
16496034,11
9872411,10
15231069,11
6209207,10
20680763,10
13037719,10
15766505,10
18655756,11
17876336,10
9836602,10
11786344,10
14838540,10
10678042,10
12173139,10
10531655,10
16449167,10
15472465,11
3361729,11
3684451,10
6550077,12
1351820,13
692485,12
3380160,10
371787,11
2648291,12
6675529,13
4460753,10
14313211,12
11285761,10
1904575,10
4716733,10
1685775,10
4412788,11
1457755,14
14105716,11
8896655,10
1158804,10
3093868,13
42772,10
5827798,10
3964658,10
7195136,10
11234797,10
15947012,10
9395820,10
86338,10
7100889,13
14933290,10
9186304,10
1296923,10
8416316,12
8473424,10
14268194,10
7118665,10
14458519,10
5742009,10
11973397,10
4445315,13
2602773,10
177432,10
13600824,10
3265149,12
57889,12
1158664,10
3502252,11
7168453,10
7806644,11
539687,10
2836033,10
8713776,12
1356730,10
14781299,10
10563328,13
14906270,11
5191308,10
3960604,10
18475064,12
1153964,10
894908,13
6098255,10
221512,12
13641665,10
681118,10
996089,10
2282146,10
3513098,10
8519414,11
2534863,13
17490952,10
7081070,10
3374202,10
17669739,10
9142157,10
2852199,10
9596670,10
5898257,10
13137203,10
20257895,11
18567336,10
11911975,11
413342,11
7784117,11
4209373,10
10003200,12
4597196,11
97534,10
13918889,10
11726885,10
1218403,12
7640725,10
6394956,10
14785223,10
1879618,10
1187238,11
306856,10
47681,11
1152504,10
15113398,10
414195,10
8137477,10
7107706,10
7104547,10
633110,10
4120930,10
11103634,10
1528335,10
4004720,11
16689976,10
1874417,10
389114,10
5306811,10
18597979,12
11561559,10
3837239,10
20555874,10
5352568,11
15983791,12
1462854,10
3440003,10
1315847,12
17939250,12
11328199,12
15671774,10
5934400,10
14676757,10
13515065,10
6111377,10
12876328,11
982624,10
3664105,10
5254131,10
16956589,10
4614315,10
996334,12
93246,10
18345299,10
10099054,10
5741185,11
12396302,10
6033762,10
11000625,12
865610,11
6419318,11
8087834,11
15138848,10
4747838,12
2148845,10
13675616,10
12586145,10
200379,10
12886980,11
3678069,10
3075965,10
169661,14
8768300,10
12025027,10
2790605,10
8021175,10
719172,10
4253326,10
409140,10
12874380,10
11495768,10
651416,10
3868239,12
12821536,10
4423794,10
14765212,10
1527103,10
17087933,12
2897518,10
11279158,10
13607154,10
10765639,12
97377,11
362594,10
5573013,12
10111963,11
9974229,10
11800774,10
2052463,10
360457,10
3729055,10
3820389,11
15413599,10
22555296,10
12967438,10
3785837,10
12293041,10
18044978,13
3553831,10
624348,10
9855773,12
5561827,10
12984960,10
1350895,10
3599808,10
11589846,10
13799517,11
81409,11
11822169,12
397763,10
7927268,10
16748155,10
15540400,11
874334,10
368417,10
3433361,12
16277075,12
1316701,10
12450437,10
1483297,10
20216971,10
2688851,12
1578452,12
7012610,11
4807457,10
19501020,10
21171218,10
6316001,10
21182390,12
6402577,10
9885555,13
2012835,10
6898212,11
11305926,10
5781686,11
6018350,10
34782,10
2356257,10
20071639,12
1050356,11
8363529,10
14465324,10
10876352,10
6110670,13
3341861,12
38907,10
2757944,10
7071786,10
352061,11
78459,10
6385938,10
79501,10
30233,10
11506311,10
4386746,11
2465600,12
1249073,11
1191142,10
188662,10
19144456,10
11195982,10
13437656,10
7980393,10
791514,10
14105087,11
5999209,13
303617,10
3076215,10
21194824,10
1236752,11
3883281,10
5415775,10
13546538,11
9287658,10
682174,12
597397,10
7797052,10
1409499,12
694274,10
9095200,10
18334020,11
1649068,10
6196879,10
17306116,12
4128371,10
18125745,10
3173846,14
14179532,10
18119872,10
2529092,11
18464175,11
11246038,10
863056,12
7775870,10
13231835,11
1340975,11
5250472,10
7291735,10
21997529,10
151281,11
5883650,10
2082012,11
1149021,10
1746471,10
5947355,10
68062,10
11953698,10
13901709,11
6413126,10
8933980,10
2370729,10
10550368,10
1234499,13
9382104,13
493163,11
1519895,10
17392208,10
4840288,10
4021310,10
7793473,11
1429029,11
10627723,10
1429125,12
4912080,10
1630685,11
3926553,11
6347732,12
18137330,10
6418088,10
1465092,10
1697553,10
6166291,11
6548159,10
7108139,10
9057869,10
18128558,10
11336249,13
12115372,11
8895633,11
10077978,10
1441758,10
7320335,11
2590681,10
147607,12
942897,10
19912887,10
68882,10
25319,13
6574537,10
44035,12
3944445,10
11061191,11
14721507,10
209088,10
13592324,10
11678400,11
17506699,10
6925985,12
16451505,13
11445694,10
5602576,13
10144887,10
11993876,11
15926902,10
368212,10
6578701,10
3067213,11
7552466,10
10837139,12
19892948,10
4317601,10
11769321,10
13077918,10
682664,10
18756450,10
12960516,10
9924978,10
2343004,10
11539509,10
9600519,10
237189,10
7469639,11
4483445,10
12735268,11
3572714,11
13008303,10
4527242,11
3778408,10
12457847,10
14303124,10
1624593,10
3320522,12
15587069,11
18666472,10
821558,10
79466,10
18422053,10
15368619,10
14558063,10
10875172,10
11031384,11
6084475,10
5952394,10
17161547,10
5289827,10
7332237,10
1373410,10
14307750,10
5716407,10
15623206,10
14186563,10
4426404,11
875829,10
2784929,12
18007201,10
15953412,10
11234090,11
17004219,10
371447,10
11830994,10
2198120,10
387578,10
2008184,10
4785409,10
15646093,10
5227298,10
7452994,10
11767244,12
5071415,12
11759995,10
12251718,10
3731765,10
74724,10
14554420,10
7157487,10
464442,10
1677179,10
774175,13
18310104,10
14394492,10
16875851,10
4675032,10
3800531,10
7387883,10
770956,10
761958,11
2868605,10
9342925,10
19884536,10
8430489,11
2457314,10
4151228,10
21191344,11
179201,10
5128040,10
17963610,12
19293504,10
1712777,10
6266906,10
4442253,10
12364299,10
1291846,10
14559658,11
12986881,10
6714065,10
1031854,10
6160879,10
842833,10
2659911,10
7006271,10
6616604,12
13324051,10
3367770,11
221056,11
10892606,12
11572968,13
5176872,11
13983272,11
3883365,10
9659050,10
2286260,11
125130,13
8605635,11
16976180,13
894499,11
1635060,10
12314751,10
841097,10
2667618,10
2186405,12
15886755,10
19173449,14
7792761,10
7775152,10
8500340,13
5151784,10
3333875,10
1542115,10
48024,10
141807,10
310651,10
2107131,10
414998,12
14372036,10
8639389,12
2001738,10
1322706,10
3783802,10
8485555,11
3528716,11
12753076,10
1736913,10
11166160,10
12104594,10
7514308,10
11932327,10
8017320,10
61268,11
6662002,10
18552580,10
378012,10
11110510,10
4644311,12
4220974,10
4749871,10
1158384,10
6863706,10
4133567,12
9013996,12
18674269,10
17172843,11
4440338,11
4089996,11
9610987,12
10198851,12
10635564,10
4936990,12
11383832,10
6351857,10
19156057,10
4873093,10
13113835,13
5478996,11
5657656,11
4133965,11
320167,10
5647792,10
5337197,10
2001927,11
335108,10
16009014,10
1053340,10
6437148,10
5733884,12
233266,12
3332984,11
18002167,12
3590494,12
7986445,12
14944793,10
6854306,10
94145,11
8412688,11
6311370,10
3477005,12
23409,10
14248138,12
2970176,10
9412923,12
3200231,11
869580,10
406509,10
109763,12
821543,10
4139030,12
7901725,10
449220,10
1078163,10
19934628,12
2288027,10
7186551,11
10913910,10
12709210,10
5008309,10
16426244,10
3356324,10
9808096,10
67937,12
3269974,10
3080755,10
13438715,10
23151057,10
2994229,10
7150043,10
4458381,10
651848,10
4219792,10
17464883,10
16300715,10
10075834,15
7780497,10
11714745,12
17888357,10
637957,10
7909546,10
531585,12
14451365,10
5803791,10
660826,13
5392349,11
8355487,10
1921035,10
18344010,10
2930352,10
15563209,13
8528075,10
8638907,10
5718662,12
9966350,10
11684219,10
478286,10
11051772,11
13013746,10
4767625,13
6926657,10
798831,10
14182618,10
18221924,11
13593920,10
380281,10
4152839,10
8775706,10
4145776,10
8442530,10
11206272,11
8133102,11
15607015,10
19114033,10
14967980,11
7701592,10
12506687,11
17156461,10
17357870,11
3024828,12
6084374,12
17147448,12
274161,10
15451850,10
3074449,11
7035937,10
16480255,10
638673,10
17207189,10
13453411,10
8214853,11
1811283,11
0,12
42066,11
1649996,10
1804105,12
19150917,11
106978,12
7722928,10
16727176,10
1153663,11
810921,11
10982056,10
389332,10
12889453,10
2287826,10
16487143,11
4207283,10
9138088,10
9726196,10
1149730,12
5301229,10
8141050,10
7903484,10
374809,13
790583,10
3577702,13
1074826,10
14326859,10
8416796,10
11469328,10
1211529,10
2193109,12
1454504,12
5183459,12
13628491,11
14321176,12
10266295,10
1028441,10
14387041,10
462692,10
15311648,10
378677,10
316283,10
11463491,10
10103793,10
6498341,10
6776866,10
6410695,10
19758871,10
6001313,10
1909003,10
17090722,10
11193005,10
8488757,10
3556428,10
131061,10
11323931,10
7112258,10
18495689,11
11238142,10
7645109,10
4473789,10
1846759,13
2750303,10
681582,10
3670962,11
6258661,13
4572796,10
15410268,10
9545327,11
15202718,10
10530807,10
22395,11
11195464,10
293575,10
8530560,12
8112284,10
18967531,10
5686355,13
6964635,10
16465417,11
118728,10
54624,12
18076348,10
12057782,10
14678081,10
14214910,10
160952,10
6713974,13
981314,12
5837880,10
22157375,10
11773613,11
2916941,10
6524253,10
3018536,12
15971659,10
199977,11
2853113,11
758866,10
10619374,12
6144619,10
6422435,11
19757700,10
12406861,10
2579518,11
9637727,12
7310947,10
17279015,10
1595662,10
5197214,10
7115364,10
3261401,12
8879535,10
371156,10
2394111,10
3100093,10
7104804,12
27431,10
4024240,11
777968,10
4615127,10
117439,10
3073430,11
3135591,10
9820462,11
303288,10
6212901,10
17542184,10
76269,13
4821757,12
1009751,12
13823388,10
3225646,10
1208351,10
14834643,10
5368230,10
13254380,10
1635513,13
11223955,11
1241201,10
18177382,12
11765343,13
5722098,10
13298404,11
971218,10
1659117,11
253882,10
10601376,11
19827025,11
15613027,10
3921875,10
721940,10
371349,12
947552,11
942668,11
952132,10
5346310,10
11227820,10
11330126,10
5699665,10
654791,10
674312,11
13666663,11
14601915,10
4809660,10
1492219,11
6852073,10
6126941,12
7144495,10
6113379,10
60305,13
5234357,14
6276191,10
17508221,10
1354270,13
14541688,10
1701534,10
54532,12
12794480,10
7549132,12
3824332,10
20548816,10
6504871,11
10647402,10
9137509,10
9250209,12
15900837,10
11487616,12
2807592,10
33800,13
13982340,10
16514846,11
1529529,10
2778346,10
1381812,10
16560947,11
4849018,10
8822856,10
362601,13
9107934,10
19100610,10
9098662,10
11535102,10
4092628,13
2324857,11
1060272,10
9164017,10
2749833,10
15460698,11
58132,10
12402264,10
14505202,10
4255545,10
1499766,11
2032268,11
13505511,10
472537,10
10098136,10
1235961,10
3127903,10
3601638,12
11464478,10
96060,13
925984,12
368714,10
15831109,10
4433392,10
11422608,10
13718148,10
315125,10
12837936,10
15550884,11
420990,10
1530196,11
4525632,10
4778248,12
4551515,12
1648015,11
2836044,12
15468886,10
15201161,13
7774718,12
670616,10
204371,10
6569727,10
3825163,10
10717310,10
5217333,10
2816313,10
11728234,11
6021521,10
2360205,11
2490176,12
3622322,13
101968,10
6887702,10
8914021,10
5369787,14
5985070,10
14310829,10
2895212,10
251594,10
475200,13
5206652,13
7542790,10
2996540,11
8657339,10
8523969,10
653416,11
7205689,11
13767623,10
4180425,11
902283,10
1749937,10
306626,12
626824,10
7516946,10
9002976,10
15936315,10
20420296,10
11096955,10
1333285,10
5603703,13
2375343,10
13448612,11
11151154,10
12644666,10
6098643,10
4032089,10
20397418,10
910987,10
11293453,11
2836971,11
925148,11
1648149,10
371508,10
4153691,10
2094595,13
9099654,10
14516233,12
12430108,11
4955571,10
16469975,11
412662,10
4736522,12
8448394,10
14742037,10
996264,13
10206035,10
5530980,10
6140768,10
7777646,14
1301444,10
17106172,10
6574530,10
4353132,12
5922507,10
1315735,10
9533101,10
1936073,11
10366343,10
5452870,11
4342263,13
8368794,12
9391758,10
1849469,12
2781484,13
5257029,12
1510796,10
2215161,10
5297857,11
4589926,10
8562148,12
47256,10
14237323,10
8583876,10
19423219,10
890264,10
1325153,10
367225,10
13849490,10
9852075,11
2408750,10
2278314,13
6945120,10
7997077,10
1884894,10
122131,10
183443,12
18642398,8
19963329,10
1830140,11
10223723,10
6219144,10
4342711,10
11936368,10
115650,12
4351558,12
15420165,10
485314,10
933982,10
3398528,12
16019300,11
4521651,10
2672639,12
2371300,10
16209483,13
6547317,10
169932,12
25628,10
3711029,10
13769187,12
3521281,10
14970699,10
13972826,10
9876132,10
7113397,10
5873642,10
18657445,10
96130,10
11893842,10
306337,11
375225,11
4786520,10
204557,10
8839604,10
7977325,10
1010718,10
534135,10
657817,10
1430918,10
8524810,12
983111,10
14934154,10
2797627,10
1744140,13
10442184,12
4457445,10
657230,11
6940718,12
7104925,10
19165556,10
708885,10
3258172,12
3571725,10
12809658,10
39004,11
1019536,10
12291625,10
2262706,11
15521501,11
10503714,10
228052,10
12327546,10
8838905,11
17433394,10
446144,10
14817407,10
612996,13
17078019,10
3036166,10
20951005,10
8832682,10
3795211,10
1163554,11
589816,11
14305759,10
10579574,10
1244159,10
5459346,10
15383844,12
3636187,10
16761498,10
4144919,12
6324884,11
3827653,13
13686383,10
801930,12
527651,10
1160543,10
7123520,11
10421027,10
19604273,10
10374913,10
49683,10
5190112,11
5695467,10
7347435,10
12713115,10
14841230,12
1117302,10
2064307,10
10508114,10
4452744,10
8204360,10
4000782,10
1677362,10
4700548,10
15712084,10
20724487,11
7889572,11
1156531,11
19057595,10
19307697,11
6435873,10
21154741,10
14326155,10
1793116,10
5465201,12
1369712,12
7772538,10
4527775,13
9596475,10
6534535,12
20565903,10
20406,10
7394975,10
1229762,10
86374,12
1328297,13
9100121,13
16441601,11
11118508,10
17893543,10
5662748,10
1403476,10
8137758,12
16890626,10
4808541,10
989862,11
1081632,10
411554,10
3556796,10
14447092,10
1929777,10
805931,10
5866801,10
21578561,10
125880,11
1786522,10
4942308,10
3685149,10
1140290,13
737178,10
9152896,11
5929473,13
6232279,12
471281,10
21423327,10
48295,10
83023,10
2392981,13
2370939,10
13376349,10
1340970,10
7124835,10
1585578,10
5883735,11
9263312,10
19998941,10
11880557,10
5439913,10
879123,11
7133285,10
3196200,12
1471087,10
5285620,10
4941431,11
1138920,11
16298646,10
6231804,10
2799024,10
1581422,10
17210576,10
3783096,12
807891,13
963330,13
12775437,10
6900307,10
7290815,10
20480103,13
3812174,11
16208553,10
7394593,13
1282163,10
12583896,11
6260424,10
21414921,10
3904780,11
1411753,11
13233928,11
15995208,10
495580,10
12133640,10
5644315,12
73614,13
293794,10
13826170,10
2332159,10
2018506,12
6997502,11
